GPA,Programming_Skill,DBMS_Knowledge,Computer_Networks,Mathematics_Statistics,Web_Development,App_Development,Data_Analysis,Cybersecurity,Cloud_DevOps,UI_UX_Design,Testing_Debugging,Problem_Solving,Analytical_Thinking,Creativity,Communication_Skill,Leadership,Teamwork,Preferred_Work_Type,Work_Style,Career_Role
5.03,7,4,9,4,4,2,4,3,9,2,7,7,6,4,6,2,6,Technical,Team,Cloud Engineer
5.04,7,5,6,5,4,1,3,4,10,1,4,7,8,2,10,2,8,Technical,Individual,Cloud Engineer
5.0,4,7,7,3,3,2,4,6,10,2,4,7,5,4,6,3,8,Technical,Team,System Administrator
4.99,5,3,8,5,3,2,4,4,7,1,5,6,8,5,7,4,7,Technical,Team,Cloud Engineer
4.85,7,3,8,4,4,3,4,7,6,2,5,7,5,2,4,4,7,Analytical,Individual,Cybersecurity Analyst
4.7,4,2,1,6,2,2,4,2,2,1,3,7,5,6,8,9,10,Analytical,Team,IT Project Coordinator
4.0,3,3,1,3,1,2,6,1,1,1,1,9,5,4,8,7,8,Analytical,Team,IT Project Coordinator
4.84,5,5,7,5,1,1,2,4,6,2,6,8,8,2,4,2,8,Technical,Team,System Administrator
4.89,2,3,3,8,3,1,8,1,3,2,5,5,7,5,9,8,8,Analytical,Team,Business Analyst
5.02,4,3,2,8,1,2,8,2,3,2,5,9,10,6,8,8,7,Analytical,Individual,Business Analyst
5.0,6,7,5,10,3,1,8,3,4,2,2,9,7,1,8,5,5,Analytical,Individual,Data Analyst
5.14,6,5,10,5,4,2,3,7,3,2,5,9,9,5,3,4,6,Technical,Individual,Cybersecurity Analyst
4.76,3,3,2,4,7,1,3,2,1,8,2,8,4,9,8,5,7,Creative,Team,UI/UX Designer
4.97,8,5,7,4,4,4,2,3,1,4,7,8,9,2,4,6,6,Technical,Individual,Software Engineer
4.39,6,2,5,4,2,2,4,3,1,2,8,6,8,3,4,3,7,Technical,Team,Software Tester
4.9,4,5,8,3,2,3,3,3,4,2,5,9,5,2,6,5,6,Technical,Team,System Administrator
5.0,8,6,3,4,5,7,3,2,3,4,7,8,9,6,5,2,6,Technical,Individual,Mobile App Developer
4.6,4,3,3,2,1,1,1,2,1,8,1,6,7,8,9,5,9,Creative,Team,UI/UX Designer
4.41,4,3,2,4,5,4,4,1,1,1,9,10,6,4,4,3,6,Technical,Team,Software Tester
4.73,4,4,7,5,3,1,3,6,7,3,6,7,8,1,5,2,7,Technical,Team,System Administrator
4.66,4,4,7,3,1,2,2,7,6,2,4,6,8,5,6,2,7,Technical,Team,System Administrator
5.02,9,6,3,3,7,3,2,5,3,6,5,8,5,6,6,2,7,Analytical,Team,Web Developer
4.62,3,3,2,7,1,2,8,1,1,1,4,6,9,5,10,5,9,Analytical,Team,Business Analyst
4.91,6,5,4,10,1,1,9,4,2,2,4,7,7,5,3,6,4,Creative,Individual,Data Analyst
5.03,7,4,8,5,4,1,3,6,8,2,5,8,5,5,7,2,6,Technical,Team,Cloud Engineer
4.59,4,3,1,3,6,2,2,2,1,10,7,5,4,9,9,3,6,Creative,Team,UI/UX Designer
4.72,2,2,3,8,3,2,6,2,2,2,1,6,8,4,7,3,6,Technical,Team,Business Analyst
5.08,7,6,2,10,3,3,7,1,6,3,5,9,10,6,4,3,5,Analytical,Individual,Machine Learning Engineer
5.14,8,7,5,2,8,5,4,3,4,8,6,6,6,7,6,3,5,Technical,Team,Web Developer
5.05,7,2,3,5,3,10,3,1,5,4,5,10,7,5,6,4,6,Technical,Individual,Mobile App Developer
5.0,7,5,2,2,9,5,3,4,1,8,6,5,7,7,5,4,5,Technical,Team,Web Developer
5.09,10,3,6,5,2,9,3,4,3,5,6,6,7,5,5,2,6,Analytical,Individual,Mobile App Developer
5.04,10,5,1,10,1,1,10,2,7,3,5,6,8,3,9,2,6,Analytical,Individual,Machine Learning Engineer
5.0,7,5,4,3,8,3,3,5,4,8,4,6,6,6,4,4,5,Technical,Team,Web Developer
4.9,3,6,4,6,4,1,5,3,3,1,7,7,6,5,7,2,7,Technical,Team,Software Tester
5.12,5,7,8,5,2,2,2,7,8,2,6,8,8,2,5,3,8,Technical,Team,System Administrator
4.98,7,8,2,10,2,1,10,2,1,2,5,8,8,3,8,3,4,Analytical,Individual,Data Analyst
4.79,7,3,3,5,2,4,2,2,3,2,7,6,9,2,6,3,5,Technical,Team,Software Tester
4.71,5,5,3,8,1,1,10,2,1,1,3,6,8,5,5,6,7,Analytical,Individual,Data Analyst
5.6,8,5,5,5,7,4,4,2,3,5,5,9,7,9,7,5,6,Analytical,Team,Web Developer
5.24,10,4,4,9,2,2,9,1,7,1,4,10,7,7,4,4,7,Analytical,Individual,Machine Learning Engineer
5.03,8,7,6,5,3,7,2,4,2,5,5,6,8,5,5,5,5,Technical,Individual,Mobile App Developer
5.02,8,6,6,6,2,7,1,5,5,4,7,6,6,7,3,2,5,Technical,Individual,Mobile App Developer
5.52,7,7,6,4,4,10,4,4,3,5,7,7,8,6,4,3,5,Technical,Individual,Mobile App Developer
4.26,4,4,2,1,4,1,2,1,3,3,7,8,8,3,6,3,7,Technical,Team,Software Tester
4.97,6,3,9,4,6,1,2,9,5,2,6,9,9,3,2,2,6,Technical,Individual,Cybersecurity Analyst
4.87,7,2,5,5,2,9,1,4,4,3,6,10,7,4,3,3,5,Technical,Individual,Mobile App Developer
5.01,8,5,7,6,3,1,2,6,9,1,7,8,6,5,5,5,5,Technical,Team,Cloud Engineer
5.4,8,3,7,6,4,3,5,5,8,1,5,10,6,4,5,5,8,Technical,Team,Cloud Engineer
5.65,9,6,3,10,1,1,9,3,7,3,4,7,8,6,8,5,7,Creative,Individual,Machine Learning Engineer
4.76,4,2,2,4,1,2,6,1,2,2,2,4,7,5,7,9,9,Analytical,Individual,IT Project Coordinator
4.34,3,4,4,3,1,1,4,2,3,2,1,6,8,5,8,10,7,Analytical,Team,IT Project Coordinator
5.3,9,5,5,7,4,3,7,2,5,2,7,8,7,4,6,6,4,Analytical,Individual,Machine Learning Engineer
5.33,6,7,5,4,9,4,2,4,5,7,5,9,6,6,4,4,6,Technical,Team,Web Developer
4.81,2,1,3,3,6,2,3,1,1,8,3,6,6,8,9,6,9,Creative,Team,UI/UX Designer
5.34,8,7,4,7,6,5,4,3,5,4,7,10,8,5,7,3,7,Technical,Individual,Software Engineer
4.77,5,5,10,4,4,2,5,7,4,1,4,7,6,2,4,4,7,Technical,Individual,Cybersecurity Analyst
4.84,1,1,3,3,5,1,2,2,2,7,3,6,5,6,7,5,4,Creative,Team,UI/UX Designer
4.93,4,6,2,6,2,1,4,1,1,2,3,6,7,4,9,7,9,Creative,Individual,IT Project Coordinator
4.82,5,6,5,4,2,1,5,4,8,2,5,6,5,1,6,6,8,Analytical,Team,Cloud Engineer
4.87,3,4,4,7,1,2,5,1,2,3,3,6,8,3,7,8,7,Analytical,Team,Business Analyst
4.92,4,6,9,3,1,2,1,7,5,1,6,8,9,3,6,3,4,Analytical,Individual,Cybersecurity Analyst
5.3,10,9,5,8,2,9,1,4,5,7,6,7,8,7,4,5,4,Technical,Individual,Mobile App Developer
5.39,10,5,3,10,6,1,10,3,4,1,4,10,8,6,4,3,5,Analytical,Individual,Machine Learning Engineer
4.72,1,3,1,3,5,2,1,1,2,7,2,5,6,10,8,3,6,Creative,Team,UI/UX Designer
4.98,4,5,10,5,1,1,4,7,3,1,8,6,6,5,6,5,5,Technical,Individual,Cybersecurity Analyst
4.82,4,4,2,3,3,1,6,1,1,2,3,8,5,6,9,8,7,Analytical,Team,IT Project Coordinator
4.85,7,5,4,4,4,1,3,1,3,2,10,9,5,5,7,5,6,Technical,Team,Software Tester
5.95,10,9,7,6,7,5,4,1,5,4,8,7,9,6,6,6,8,Technical,Individual,Software Engineer
4.84,4,5,6,5,2,2,1,5,5,2,8,9,6,4,4,2,8,Technical,Team,System Administrator
5.01,4,6,9,5,3,3,3,9,8,2,6,6,8,3,5,2,5,Technical,Individual,Cybersecurity Analyst
4.92,4,5,6,5,3,3,2,7,5,1,7,7,8,2,7,4,6,Technical,Individual,System Administrator
5.17,7,8,4,9,3,3,8,1,1,2,4,9,8,5,5,6,7,Analytical,Individual,Data Analyst
4.92,5,8,2,7,3,3,8,3,2,1,2,9,10,4,5,4,7,Analytical,Individual,Data Analyst
5.0,6,6,2,7,5,5,4,4,5,1,6,7,7,6,4,5,5,Technical,Individual,Software Engineer
5.1,4,7,6,5,1,3,1,9,8,5,4,9,6,4,5,5,6,Technical,Team,System Administrator
4.91,7,4,10,6,2,2,3,8,4,2,5,6,6,4,6,4,4,Technical,Individual,Cybersecurity Analyst
4.84,5,6,1,5,3,1,8,2,3,3,3,9,7,3,7,6,9,Analytical,Team,Business Analyst
4.98,7,3,2,6,4,2,2,5,3,3,9,7,8,4,7,4,8,Technical,Team,Software Tester
4.68,4,3,2,2,6,2,1,2,2,9,3,7,5,10,6,6,8,Creative,Team,UI/UX Designer
4.58,4,4,6,4,4,3,2,1,5,2,4,9,5,3,6,3,8,Technical,Team,System Administrator
4.96,2,2,2,6,3,2,6,1,2,1,3,7,8,3,8,10,10,Analytical,Team,IT Project Coordinator
5.0,4,5,9,6,1,2,2,9,5,2,6,8,8,2,5,4,5,Technical,Individual,Cybersecurity Analyst
5.17,4,8,5,10,2,2,8,1,2,3,5,8,7,4,8,4,8,Analytical,Individual,Data Analyst
5.54,9,4,5,9,1,1,10,3,6,3,7,9,7,5,5,5,7,Analytical,Individual,Machine Learning Engineer
4.97,7,6,1,5,7,2,3,1,1,3,9,9,8,5,4,5,5,Technical,Team,Software Tester
4.59,5,5,2,6,2,1,4,2,1,3,2,6,10,4,6,8,9,Technical,Team,Business Analyst
4.86,5,8,2,8,2,1,7,2,3,1,5,9,8,2,4,4,4,Analytical,Individual,Data Analyst
4.85,3,4,1,5,3,2,7,1,3,2,3,9,7,4,10,8,9,Technical,Team,Business Analyst
4.79,4,5,6,4,3,3,4,5,7,2,5,8,8,4,4,3,6,Technical,Team,Cloud Engineer
4.94,8,3,9,5,2,2,4,4,9,2,7,4,6,4,6,3,5,Technical,Team,Cloud Engineer
4.28,2,2,2,4,3,3,2,1,2,7,1,6,7,8,8,6,8,Creative,Team,UI/UX Designer
5.0,7,7,6,4,4,9,1,3,2,5,5,7,6,7,2,3,6,Technical,Individual,Mobile App Developer
5.37,10,7,4,9,2,3,8,3,4,3,7,9,7,5,7,3,4,Analytical,Individual,Machine Learning Engineer
5.28,10,6,7,7,4,3,3,2,5,2,8,10,6,5,2,3,7,Technical,Individual,Software Engineer
5.02,5,6,10,5,4,2,5,9,6,1,7,9,7,3,4,4,5,Technical,Team,Cybersecurity Analyst
4.75,4,4,5,9,1,1,9,3,3,3,4,7,10,2,5,6,4,Analytical,Individual,Data Analyst
4.88,8,4,4,3,5,2,5,2,1,2,8,7,6,3,7,5,8,Technical,Team,Software Tester
5.0,7,6,6,6,3,1,3,6,8,1,5,8,8,4,5,1,7,Technical,Individual,Cloud Engineer
5.08,8,5,9,5,1,2,5,4,9,2,7,6,6,5,5,3,5,Technical,Team,Cloud Engineer
4.63,5,5,2,8,2,1,3,1,1,1,3,7,8,3,7,9,9,Analytical,Team,IT Project Coordinator
4.09,4,3,4,3,2,4,4,2,2,1,10,7,6,3,5,3,5,Technical,Team,Software Tester
4.82,4,6,10,5,1,1,3,8,4,2,6,7,6,2,4,3,7,Creative,Individual,Cybersecurity Analyst
5.33,8,9,7,2,5,4,4,1,5,4,7,10,6,5,4,4,8,Technical,Individual,Software Engineer
5.08,6,5,7,3,4,3,5,6,9,2,4,8,8,3,6,3,6,Technical,Team,Cloud Engineer
4.95,5,5,8,4,3,1,4,6,5,2,7,9,8,2,5,3,5,Creative,Individual,System Administrator
5.29,9,9,5,4,7,4,4,3,4,1,6,10,6,3,5,3,8,Technical,Individual,Software Engineer
4.87,3,7,7,5,3,3,2,5,5,1,5,8,5,4,9,3,6,Technical,Individual,System Administrator
4.9,4,5,8,2,3,2,2,6,7,1,6,6,6,2,7,2,7,Technical,Team,System Administrator
3.97,4,1,3,3,4,1,2,1,4,7,1,5,5,8,6,4,6,Creative,Team,UI/UX Designer
3.95,5,3,3,5,4,1,2,2,1,1,7,8,7,3,4,2,7,Technical,Team,Software Tester
4.79,3,3,7,6,2,2,4,1,2,2,3,5,8,6,9,7,9,Analytical,Team,IT Project Coordinator
5.22,7,6,3,5,9,2,3,5,5,8,4,8,6,8,6,4,7,Technical,Team,Web Developer
4.8,4,3,3,4,6,3,2,1,2,8,2,6,5,7,7,6,9,Creative,Team,UI/UX Designer
4.02,1,1,2,4,3,1,3,2,1,7,1,4,5,7,9,6,9,Creative,Team,UI/UX Designer
4.78,5,8,2,9,1,2,10,3,3,1,3,6,10,2,7,5,4,Analytical,Individual,Data Analyst
4.22,3,5,1,4,3,2,6,1,1,2,2,7,7,3,7,8,7,Analytical,Team,IT Project Coordinator
5.06,2,5,4,8,1,1,8,5,1,2,5,8,7,4,9,7,9,Analytical,Individual,Business Analyst
4.75,3,3,4,6,2,1,7,5,1,2,1,9,10,4,5,6,8,Analytical,Team,Business Analyst
5.16,7,7,4,10,3,1,10,1,4,3,4,9,9,2,8,3,5,Analytical,Individual,Data Analyst
4.42,4,7,2,3,3,4,2,2,2,3,8,7,9,4,4,4,6,Technical,Team,Software Tester
4.98,4,4,2,4,5,3,3,1,1,1,10,9,4,5,7,2,6,Analytical,Team,Software Tester
5.22,5,3,7,7,3,2,2,9,6,2,5,9,8,4,6,5,6,Technical,Individual,Cybersecurity Analyst
4.99,5,4,7,6,1,1,3,6,8,2,5,7,6,2,6,2,8,Technical,Team,Cloud Engineer
4.95,4,3,3,6,2,1,8,1,1,2,1,9,9,3,10,6,7,Analytical,Team,Business Analyst
5.05,4,6,9,4,3,3,2,10,6,2,5,6,9,5,3,4,8,Technical,Individual,Cybersecurity Analyst
5.0,5,7,7,4,3,1,3,4,5,3,6,6,8,4,7,5,7,Technical,Team,System Administrator
5.03,7,7,10,4,1,2,4,4,5,2,4,10,4,2,9,3,8,Technical,Team,System Administrator
5.25,7,7,9,6,5,4,4,3,2,1,6,10,8,5,6,6,6,Technical,Individual,Software Engineer
5.71,6,5,6,4,10,4,3,4,3,7,5,9,8,7,6,3,8,Technical,Team,Web Developer
4.85,6,6,8,3,4,2,3,10,3,5,6,3,6,5,5,2,5,Technical,Team,Cybersecurity Analyst
5.67,9,5,6,2,10,4,3,3,7,5,6,7,8,9,5,4,5,Technical,Individual,Web Developer
4.92,6,5,8,2,2,2,4,4,9,2,4,7,3,1,5,5,6,Technical,Team,System Administrator
5.13,8,7,2,5,2,3,7,1,7,2,7,8,8,6,6,3,7,Analytical,Individual,Machine Learning Engineer
4.94,5,3,3,7,3,2,8,2,3,2,2,7,9,3,10,6,8,Analytical,Team,Business Analyst
5.08,5,2,2,2,4,3,4,2,2,10,1,7,10,10,9,6,8,Creative,Team,UI/UX Designer
4.91,5,6,8,3,2,2,2,6,7,1,4,7,4,3,6,4,8,Technical,Team,System Administrator
4.97,4,3,5,3,3,4,3,1,1,1,7,7,9,4,6,4,6,Technical,Team,Software Tester
5.16,7,5,4,6,4,7,5,1,4,7,5,6,6,6,6,5,6,Technical,Individual,Mobile App Developer
5.0,7,4,7,5,1,5,2,8,6,1,6,7,8,5,6,5,4,Technical,Individual,Cybersecurity Analyst
4.74,2,3,2,2,3,2,3,1,2,8,7,7,5,10,6,5,6,Creative,Team,UI/UX Designer
4.97,5,5,9,6,2,1,3,9,5,1,5,6,8,3,6,4,6,Technical,Individual,Cybersecurity Analyst
5.04,5,6,8,3,1,3,5,6,8,1,7,8,7,4,4,5,8,Technical,Team,Cloud Engineer
5.43,9,7,7,5,5,3,5,1,4,2,7,8,10,5,7,6,7,Technical,Individual,Software Engineer
4.88,3,2,3,3,3,3,3,2,1,9,2,7,5,10,7,6,9,Creative,Team,UI/UX Designer
4.93,6,7,2,9,2,2,9,3,1,3,4,6,9,4,7,2,6,Analytical,Individual,Data Analyst
4.89,7,5,3,7,2,2,10,3,1,3,5,8,9,2,6,4,5,Analytical,Team,Data Analyst
5.04,8,9,5,4,5,6,3,1,5,4,8,9,6,3,5,3,5,Technical,Individual,Software Engineer
3.98,1,3,2,3,5,1,1,1,2,7,3,5,4,7,7,6,9,Creative,Team,UI/UX Designer
4.78,5,5,1,5,3,2,3,2,2,1,3,5,7,5,8,7,7,Analytical,Team,IT Project Coordinator
5.0,5,3,10,4,3,4,2,10,4,2,7,6,8,3,5,2,7,Technical,Individual,Cybersecurity Analyst
4.92,5,5,2,6,1,1,8,2,1,2,3,8,8,3,7,5,9,Analytical,Team,Business Analyst
4.89,5,2,3,4,4,2,1,2,1,10,2,4,5,10,4,6,9,Creative,Team,UI/UX Designer
4.53,5,4,4,5,1,2,5,1,1,1,1,6,8,5,10,7,6,Analytical,Team,Business Analyst
4.95,4,6,2,6,2,2,8,2,2,3,4,9,8,5,8,6,7,Analytical,Individual,Business Analyst
4.24,3,1,2,3,4,1,3,1,1,9,3,5,5,10,6,3,8,Technical,Team,UI/UX Designer
5.12,9,4,3,3,8,2,4,1,5,8,5,8,5,7,6,5,5,Technical,Team,Web Developer
5.15,6,8,5,8,1,3,10,3,2,5,2,6,9,2,8,6,4,Analytical,Individual,Data Analyst
4.97,2,4,1,8,1,1,7,4,3,1,3,9,10,5,9,8,5,Analytical,Team,Business Analyst
5.04,8,4,3,9,3,2,10,2,5,1,6,10,10,4,5,3,5,Analytical,Individual,Machine Learning Engineer
4.23,1,2,1,1,3,2,1,1,1,10,2,5,6,9,7,3,9,Creative,Team,UI/UX Designer
4.27,4,5,2,5,3,1,4,3,3,1,8,6,6,3,1,3,6,Technical,Team,Software Tester
5.16,9,8,4,4,4,3,4,2,4,2,5,8,8,7,7,4,8,Creative,Individual,Software Engineer
5.34,9,9,6,4,5,2,5,4,4,1,8,7,6,6,7,4,5,Creative,Individual,Software Engineer
5.07,7,5,3,4,10,5,1,5,5,7,3,7,5,9,6,2,7,Technical,Team,Web Developer
5.09,6,6,7,3,4,5,5,10,3,1,8,9,7,2,6,5,10,Technical,Individual,Cybersecurity Analyst
5.1,7,5,7,6,4,4,1,4,5,5,10,6,10,7,6,4,5,Technical,Individual,Mobile App Developer
4.84,4,3,5,5,5,4,2,2,2,2,8,7,6,5,7,5,5,Technical,Team,Software Tester
4.81,4,5,4,3,1,2,3,1,2,1,3,7,5,6,9,10,7,Analytical,Team,IT Project Coordinator
5.35,5,9,4,7,5,6,4,2,5,1,6,9,8,4,7,5,8,Creative,Individual,Software Engineer
4.87,4,3,5,5,5,3,4,2,1,2,9,8,9,3,4,5,8,Technical,Team,Software Tester
5.3,8,7,6,5,10,3,2,5,5,7,7,9,6,7,7,3,8,Analytical,Team,Web Developer
5.04,8,4,4,4,8,3,4,4,5,5,5,6,7,8,4,4,5,Technical,Team,Web Developer
5.16,6,7,3,10,1,3,10,2,3,3,4,4,10,4,6,6,6,Analytical,Individual,Data Analyst
4.95,3,5,3,7,3,2,6,1,1,3,3,9,8,3,10,7,8,Analytical,Team,Business Analyst
4.97,10,4,3,7,1,3,10,1,6,1,7,7,8,4,6,2,4,Analytical,Individual,Machine Learning Engineer
4.89,4,6,5,6,3,5,5,2,1,1,8,7,6,5,4,8,5,Technical,Team,Software Tester
5.12,10,6,5,4,5,8,1,5,3,5,8,7,5,4,4,2,6,Technical,Individual,Mobile App Developer
5.5,8,7,4,10,1,3,8,1,6,3,4,9,10,6,6,5,5,Analytical,Team,Machine Learning Engineer
4.34,4,3,3,6,5,1,3,3,1,2,7,6,7,2,6,1,4,Technical,Team,Software Tester
5.49,7,6,5,4,10,3,3,4,3,5,5,5,10,9,7,6,7,Technical,Individual,Web Developer
4.94,6,3,5,4,4,2,4,2,1,2,10,8,7,3,5,2,8,Technical,Team,Software Tester
4.72,5,5,2,6,5,2,4,1,1,2,7,8,7,3,5,3,5,Technical,Team,Software Tester
5.44,5,7,6,3,10,2,1,5,4,6,7,9,5,8,6,4,7,Technical,Individual,Web Developer
4.73,7,4,2,4,5,2,2,3,2,1,10,8,7,4,7,3,8,Creative,Team,Software Tester
4.39,4,5,3,6,3,3,4,1,1,2,8,9,6,2,5,5,7,Technical,Team,Software Tester
5.11,6,4,3,5,7,5,4,5,5,5,6,8,7,7,7,2,9,Creative,Team,Web Developer
4.9,1,6,3,7,1,1,9,1,3,2,2,8,8,3,9,6,8,Analytical,Team,Business Analyst
4.42,4,7,9,3,1,3,4,3,8,1,7,7,4,2,5,2,5,Analytical,Team,System Administrator
5.08,8,7,3,3,7,1,1,4,5,8,4,9,7,6,7,2,5,Technical,Team,Web Developer
5.15,7,9,9,6,4,6,5,4,2,3,7,9,9,4,5,5,8,Technical,Individual,Software Engineer
5.07,4,5,5,8,3,3,10,1,3,3,3,9,7,5,8,6,4,Technical,Individual,Data Analyst
4.92,7,6,5,4,4,3,3,1,2,1,7,8,9,4,6,5,8,Analytical,Team,Software Tester
5.34,9,4,5,6,4,9,4,3,4,5,7,8,7,7,4,4,7,Technical,Individual,Mobile App Developer
4.39,2,2,4,4,5,3,1,1,2,9,3,6,7,9,6,3,7,Creative,Team,UI/UX Designer
5.0,6,6,7,4,3,1,3,9,5,1,7,8,8,1,6,4,7,Creative,Individual,Cybersecurity Analyst
5.32,10,7,3,2,8,4,3,4,5,5,4,8,7,6,6,3,7,Technical,Team,Web Developer
4.67,5,4,7,6,4,1,3,7,1,1,3,5,9,3,4,2,6,Technical,Individual,Cybersecurity Analyst
5.05,7,6,10,4,3,2,4,8,3,2,8,9,9,3,4,3,6,Technical,Individual,Cybersecurity Analyst
5.06,7,8,6,5,7,4,2,1,5,2,8,9,8,3,4,6,6,Technical,Individual,Software Engineer
4.64,5,5,8,5,4,3,2,7,4,1,10,6,6,2,3,3,4,Creative,Individual,Cybersecurity Analyst
4.38,4,2,3,4,1,1,4,2,2,2,2,6,5,5,7,10,7,Analytical,Team,IT Project Coordinator
4.33,4,1,2,2,5,1,3,3,2,9,3,7,7,7,6,4,7,Creative,Team,UI/UX Designer
4.84,8,4,3,1,4,8,2,5,3,6,6,6,7,7,5,2,5,Technical,Team,Mobile App Developer
5.05,4,7,7,5,2,2,4,6,7,2,7,7,8,4,4,2,8,Technical,Team,System Administrator
5.03,10,6,4,6,4,6,4,1,5,1,7,8,10,6,7,3,6,Technical,Individual,Software Engineer
4.95,6,7,3,6,4,7,2,2,2,6,7,8,6,5,3,3,7,Analytical,Individual,Mobile App Developer
4.88,3,4,3,7,2,2,6,2,2,3,4,7,10,6,7,5,7,Analytical,Team,Business Analyst
4.81,4,6,5,9,1,1,7,3,1,2,2,7,8,5,5,4,7,Analytical,Individual,Data Analyst
5.22,5,4,7,3,2,3,3,9,5,2,8,9,9,5,6,2,7,Analytical,Individual,Cybersecurity Analyst
5.11,9,7,5,7,6,4,2,4,2,4,8,8,7,3,5,6,5,Technical,Individual,Software Engineer
4.78,6,3,3,4,3,4,2,1,3,3,7,3,6,3,7,4,7,Technical,Team,Software Tester
5.56,9,7,5,2,10,4,3,5,2,5,4,9,6,9,5,2,8,Technical,Team,Web Developer
4.69,4,5,1,6,3,2,3,2,2,2,3,2,6,4,9,10,8,Analytical,Team,IT Project Coordinator
4.48,6,1,2,3,5,3,2,1,1,8,3,4,4,7,8,5,7,Technical,Team,UI/UX Designer
4.91,4,3,8,4,3,2,3,10,4,1,6,9,6,5,6,4,5,Technical,Individual,Cybersecurity Analyst
4.58,2,1,3,1,6,2,3,1,1,7,4,6,5,10,9,5,7,Creative,Team,UI/UX Designer
5.0,3,4,3,5,5,2,3,1,2,1,7,10,9,5,4,2,5,Creative,Team,Software Tester
4.77,6,3,3,4,5,4,3,2,1,2,9,6,7,5,5,4,8,Technical,Team,Software Tester
5.0,7,6,5,4,4,7,4,1,1,3,7,10,7,5,5,5,6,Creative,Team,Software Tester
5.01,10,6,4,6,7,3,2,2,3,3,7,7,6,6,3,5,6,Analytical,Individual,Software Engineer
5.21,9,7,4,8,3,3,7,2,6,2,5,8,7,5,4,5,5,Analytical,Individual,Machine Learning Engineer
5.52,7,7,6,2,7,2,2,2,4,8,7,9,7,9,7,5,8,Technical,Team,Web Developer
4.83,6,8,2,9,1,1,8,1,2,1,4,8,8,4,5,6,6,Analytical,Individual,Data Analyst
4.94,5,5,1,8,3,1,6,1,2,2,1,9,9,4,10,8,6,Analytical,Team,Business Analyst
4.89,4,3,1,8,2,1,10,1,3,1,3,6,9,2,10,6,6,Analytical,Team,Business Analyst
4.37,3,3,4,3,3,2,3,1,1,2,2,6,7,5,9,8,9,Analytical,Team,IT Project Coordinator
5.09,6,4,10,6,1,1,5,10,4,2,6,8,9,4,4,5,7,Analytical,Individual,Cybersecurity Analyst
5.05,6,3,9,3,3,1,3,9,10,2,7,10,6,3,7,3,8,Technical,Team,Cloud Engineer
4.15,4,3,1,6,3,1,3,1,3,2,3,5,5,5,7,8,8,Analytical,Team,IT Project Coordinator
4.83,4,5,3,9,1,1,9,1,4,3,4,7,8,4,8,4,7,Technical,Individual,Data Analyst
4.6,3,6,9,3,2,1,1,3,7,1,4,7,8,1,5,5,7,Technical,Team,System Administrator
4.88,6,7,7,2,1,3,1,5,8,1,7,7,5,2,7,5,7,Technical,Team,System Administrator
4.79,5,1,2,5,2,2,6,1,3,1,4,8,8,4,10,5,10,Analytical,Team,IT Project Coordinator
5.06,5,8,8,6,4,1,5,10,3,2,6,6,7,4,4,4,5,Technical,Individual,Cybersecurity Analyst
5.1,10,6,5,7,3,2,9,2,6,1,5,9,7,6,6,3,4,Analytical,Individual,Machine Learning Engineer
4.77,5,6,2,5,1,1,5,1,2,2,4,9,7,3,7,7,6,Creative,Team,Business Analyst
4.9,2,3,3,5,3,2,7,1,3,3,2,6,10,5,9,6,8,Technical,Team,Business Analyst
4.35,6,5,7,5,2,2,1,4,7,1,4,6,7,4,4,4,3,Technical,Team,System Administrator
4.9,7,4,9,3,1,2,5,7,5,2,7,7,6,5,4,3,6,Technical,Individual,Cybersecurity Analyst
5.49,9,9,4,7,5,6,2,2,5,6,8,9,9,5,7,3,6,Technical,Individual,Software Engineer
5.05,8,7,5,10,3,1,10,3,7,2,4,9,9,4,6,1,6,Analytical,Individual,Machine Learning Engineer
4.84,4,1,2,2,5,1,1,1,2,9,3,6,5,10,8,6,8,Creative,Team,UI/UX Designer
5.94,8,6,6,5,7,5,3,4,5,7,9,9,8,7,6,4,7,Technical,Team,Web Developer
5.38,9,6,3,5,3,8,4,8,4,6,8,7,4,7,4,2,4,Technical,Individual,Mobile App Developer
4.12,4,2,1,2,6,3,2,2,2,9,2,5,2,7,7,4,6,Creative,Team,UI/UX Designer
4.73,7,5,4,3,4,4,3,1,3,2,10,6,6,5,4,4,7,Creative,Team,Software Tester
4.91,3,5,4,8,2,1,9,3,2,1,4,7,10,5,7,5,4,Creative,Individual,Data Analyst
5.03,7,6,8,2,1,3,3,5,7,5,7,6,7,5,6,4,4,Technical,Team,Cloud Engineer
4.96,4,5,4,5,5,2,4,2,3,1,2,8,6,6,8,9,9,Analytical,Team,IT Project Coordinator
4.83,3,4,1,5,1,1,6,3,4,2,6,7,8,3,10,10,8,Analytical,Team,IT Project Coordinator
5.1,10,9,6,4,5,3,3,1,2,1,8,7,9,5,5,5,7,Technical,Individual,Software Engineer
5.41,9,5,4,5,3,9,4,2,3,7,7,8,8,5,5,4,6,Technical,Individual,Mobile App Developer
4.74,4,6,3,8,3,2,8,2,1,2,5,8,8,4,5,6,5,Analytical,Individual,Data Analyst
5.14,9,5,6,4,7,2,2,2,3,6,7,7,7,9,8,4,5,Technical,Individual,Web Developer
4.88,4,4,4,3,1,2,6,1,2,2,3,8,8,5,9,6,10,Analytical,Individual,IT Project Coordinator
